SysSchoolid,School Name,Retained Total Students,Retained Total American Indian,Retained Percent American Indian,Retained Total Asian,Retained Percent Asian,Retained Total Black,Retained Percent Black,Retained Total Female,Retained Percent Female,Retained Total Hispanic,Retained Percent Hispanic,Retained Total Male,Retained Percent Male,Retained Total Multiracial,Retained Percent Multiracial,Retained Total White,Retained Percent White
615:302,Richmond Hill Elementary School,Too Few Students,0,0,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students
615:402,Bryan County Middle School,22,0,0,0,0,Too Few Students,Too Few Students,12,54.5,0,0,10,45.5,0,0,16,72.7
615:502,Bryan County High School,34,0,0,0,0,14,41.2,10,29.4,0,0,24,70.6,0,0,20,58.8
615:ALL,Bryan County,245,0,0,Too Few Students,Too Few Students,59,24.1,83,33.9,12,4.9,162,66.1,Too Few Students,Too Few Students,163,66.5
616:100,Mill Creek Elementary School,22,0,0,0,0,16,72.7,Too Few Students,Too Few Students,0,0,16,72.7,Too Few Students,Too Few Students,Too Few Students,Too Few Students
616:107,New Nevils Elementary School,Too Few Students,0,0,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students
616:198,William James Middle School,16,0,0,0,0,11,68.8,Too Few Students,Too Few Students,0,0,10,62.5,0,0,Too Few Students,Too Few Students
616:199,Langston Chapel Elementary School,Too Few Students,0,0,0,0,Too Few Students,Too Few Students,0,0,0,0,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students
616:200,Brooklet Elementary School,Too Few Students,0,0,0,0,0,0,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students
616:203,New Southeast Bulloch High School,135,0,0,0,0,35,25.9,49,36.3,Too Few Students,Too Few Students,86,63.7,Too Few Students,Too Few Students,91,67.4
616:2050,Bryant Elementary School,Too Few Students,0,0,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students
616:2054,Statesboro High School,167,Too Few Students,Too Few Students,Too Few Students,Too Few Students,119,71.3,79,47.3,Too Few Students,Too Few Students,88,52.7,Too Few Students,Too Few Students,38,22.8
616:299,Langston Chapel Middle School,13,0,0,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students
616:300,Southeast Bulloch Middle School,Too Few Students,0,0,0,0,0,0,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students
616:3054,Stilson Elementary School,10,0,0,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students
616:399,Portal Elementary School,12,0,0,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students
616:4052,Portal Middle/High School,26,0,0,0,0,Too Few Students,Too Few Students,13,50,Too Few Students,Too Few Students,13,50,Too Few Students,Too Few Students,15,57.7
616:5050,Mattie Lively Elementary School,13,0,0,0,0,10,76.9,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students
616:5054,Sallie Zetterower Elementary School,Too Few Students,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students
616:ALL,Bulloch County,453,Too Few Students,Too Few Students,Too Few Students,Too Few Students,228,50.3,182,40.2,14,3.1,271,59.8,12,2.6,194,42.8
617:104,Blakeney Elementary,Too Few Students,0,0,0,0,Too Few Students,Too Few Students,0,0,0,0,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students
617:188,Burke County Middle School,67,0,0,0,0,47,70.1,16,23.9,0,0,51,76.1,Too Few Students,Too Few Students,18,26.9
617:196,S G A Elementary School,16,0,0,0,0,12,75,Too Few Students,Too Few Students,0,0,12,75,0,0,Too Few Students,Too Few Students
617:2056,Waynesboro Primary School,24,0,0,0,0,18,75,13,54.2,Too Few Students,Too Few Students,11,45.8,Too Few Students,Too Few Students,Too Few Students,Too Few Students
617:288,Burke County High School,101,0,0,0,0,77,76.2,33,32.7,0,0,68,67.3,Too Few Students,Too Few Students,23,22.8
617:ALL,Burke County,215,0,0,0,0,157,73,66,30.7,Too Few Students,Too Few Students,149,69.3,Too Few Students,Too Few Students,53,24.7
618:100,Henderson Middle School,Too Few Students,0,0,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students
618:104,Hampton L. Daughtry Elementary School,16,0,0,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,10,62.5
618:108,Stark Elementary School,Too Few Students,0,0,0,0,0,0,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students
618:111,New Jackson Elementary School,Too Few Students,0,0,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students
618:190,Jackson High School,15,0,0,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students
618:ALL,Butts County,49,0,0,0,0,20,40.8,19,38.8,0,0,30,61.2,Too Few Students,Too Few Students,25,51
619:179,Calhoun County Elementary School,13,0,0,0,0,12,92.3,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students
619:4050,Calhoun County Middle/High School,39,0,0,0,0,38,97.4,Too Few Students,Too Few Students,0,0,31,79.5,0,0,Too Few Students,Too Few Students
619:ALL,Calhoun County,52,0,0,0,0,50,96.2,14,26.9,0,0,38,73.1,0,0,Too Few Students,Too Few Students
620:100,Mamie Lou Gross Elementary School,Too Few Students,0,0,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students
620:105,Saint Marys Middle School,13,0,0,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students
620:110,Saint Marys Elementary School,15,0,0,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students
620:182,Camden Middle School,Too Few Students,0,0,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students
620:187,Crooked River Elementary School,13,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students
620:189,Matilda Harris Elementary School,15,0,0,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,0,0,10,66.7,0,0,12,80
620:192,Woodbine Elementary School,20,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,13,65,Too Few Students,Too Few Students,Too Few Students,Too Few Students
620:193,Kingsland Elementary School,Too Few Students,0,0,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students
620:195,David L Rainer Elementary School,17,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,10,58.8,Too Few Students,Too Few Students,Too Few Students,Too Few Students
620:197,Sugarmill Elementary,18,0,0,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,15,83.3,0,0,13,72.2
620:295,Camden County High School,99,0,0,Too Few Students,Too Few Students,32,32.3,32,32.3,Too Few Students,Too Few Students,67,67.7,Too Few Students,Too Few Students,55,55.6
620:495,Mary Lee Clark Elementary School,13,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students
620:ALL,Camden County,243,Too Few Students,Too Few Students,Too Few Students,Too Few Students,74,30.5,83,34.2,11,4.5,160,65.8,13,5.3,140,57.6
621:101,Metter High School ,65,0,0,0,0,24,36.9,22,33.8,11,16.9,43,66.2,Too Few Students,Too Few Students,26,40
621:102,Metter Middle School,Too Few Students,0,0,0,0,Too Few Students,Too Few Students,0,0,0,0,Too Few Students,Too Few Students,0,0,0,0
621:202,Metter Intermediate School,Too Few Students,0,0,0,0,0,0,0,0,0,0,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students
621:302,Metter Elementary School,Too Few Students,0,0,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students
621:ALL,Candler County,76,0,0,0,0,28,36.8,27,35.5,12,15.8,49,64.5,Too Few Students,Too Few Students,32,42.1
622:100,Sharp Creek Elementary School,Too Few Students,0,0,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students
622:101,Jonesville Middle School,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
622:102,Temple Middle School,Too Few Students,0,0,0,0,0,0,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students
622:1054,Temple Elementary School,20,0,0,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,11,55,0,0,11,55
622:112,KidsPeace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
622:113,Open Campus High School,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
622:176,Mount Zion Elementary School,Too Few Students,0,0,0,0,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students
622:177,Central Middle School,Too Few Students,0,0,0,0,0,0,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students
622:189,Temple High School,24,0,0,0,0,Too Few Students,Too Few Students,12,50,Too Few Students,Too Few Students,12,50,Too Few Students,Too Few Students,18,75
622:198,Bay Springs Middle School,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
622:2050,Bowdon Elementary School,19,0,0,0,0,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,12,63.2,Too Few Students,Too Few Students,14,73.7
622:2052,Central High School,42,0,0,0,0,Too Few Students,Too Few Students,16,38.1,Too Few Students,Too Few Students,26,61.9,Too Few Students,Too Few Students,31,73.8
622:208,Mt. Zion Middle School ,Too Few Students,0,0,0,0,0,0,0,0,0,0,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students
622:305,Villa Rica Middle,Too Few Students,0,0,0,0,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students
622:3050,Bowdon High School,37,0,0,0,0,Too Few Students,Too Few Students,15,40.5,Too Few Students,Too Few Students,22,59.5,Too Few Students,Too Few Students,27,73
622:308,Mt. Zion High School ,Too Few Students,0,0,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students
622:377,Roopville Elementary School,Too Few Students,0,0,0,0,0,0,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students
622:405,Ithica Elementary ,10,0,0,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students
622:477,Whitesburg Elementary School,Too Few Students,0,0,0,0,0,0,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students
622:5050,Central Elementary School,Too Few Students,0,0,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students
622:5052,Sand Hill Elementary School,Too Few Students,0,0,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students
622:5054,Villa Rica High School,103,0,0,Too Few Students,Too Few Students,26,25.2,46,44.7,Too Few Students,Too Few Students,57,55.3,10,9.7,59,57.3
622:605,Glanton-Hindsman Elementary,25,0,0,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,0,0,18,72,Too Few Students,Too Few Students,13,52
622:705,Villa Rica Elementary School,Too Few Students,0,0,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students
622:ALL,Carroll County,344,0,0,Too Few Students,Too Few Students,64,18.6,138,40.1,23,6.7,206,59.9,27,7.8,229,66.6
623:100,Ringgold Primary School,Too Few Students,0,0,0,0,0,0,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students
623:102,Battlefield Primary,Too Few Students,0,0,0,0,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students
623:103,Battlefield Elementary School,Too Few Students,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students
623:105,Woodstation Elementary School,Too Few Students,0,0,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students
623:1050,Boynton Elementary School,Too Few Students,0,0,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students
623:1052,Lakeview-Fort Oglethorpe High School,48,0,0,0,0,Too Few Students,Too Few Students,23,47.9,Too Few Students,Too Few Students,25,52.1,Too Few Students,Too Few Students,40,83.3
623:1054,West Side Elementary School,Too Few Students,0,0,0,0,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students
623:109,Heritage High School,34,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,13,38.2,0,0,21,61.8,0,0,30,88.2
623:185,Tiger Creek Elementary School,15,0,0,0,0,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,12,80,0,0,13,86.7
623:205,Heritage Middle School,Too Few Students,0,0,0,0,0,0,Too Few Students,Too Few Students,0,0,0,0,0,0,Too Few Students,Too Few Students
623:2552,Lakeview Middle School,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
623:3050,Cloud Springs Elementary School,10,0,0,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students
623:3052,Ringgold Elementary School,Too Few Students,Too Few Students,Too Few Students,0,0,0,0,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students
623:4052,Ringgold High School,26,0,0,0,0,0,0,Too Few Students,Too Few Students,0,0,24,92.3,Too Few Students,Too Few Students,25,96.2
623:5050,Graysville Elementary School,13,0,0,0,0,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,11,84.6,0,0,12,92.3
623:5052,Ringgold Middle School,Too Few Students,0,0,0,0,0,0,0,0,0,0,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students
623:ALL,Catoosa County,197,Too Few Students,Too Few Students,Too Few Students,Too Few Students,11,5.6,65,33,11,5.6,132,67,Too Few Students,Too Few Students,166,84.3
624:199,Folkston Elementary School,20,0,0,0,0,12,60,Too Few Students,Too Few Students,0,0,14,70,Too Few Students,Too Few Students,Too Few Students,Too Few Students
624:287,Charlton County High School,45,0,0,0,0,23,51.1,14,31.1,Too Few Students,Too Few Students,31,68.9,Too Few Students,Too Few Students,20,44.4
624:387,Bethune Elementary School,10,0,0,0,0,10,100,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students,0,0,0,0
624:4050,St. George Elementary School,Too Few Students,0,0,0,0,0,0,0,0,0,0,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students
624:ALL,Charlton County,76,0,0,0,0,45,59.2,23,30.3,Too Few Students,Too Few Students,53,69.7,Too Few Students,Too Few Students,28,36.8
625:101,Johnson High School,418,Too Few Students,Too Few Students,10,2.4,305,73,172,41.1,Too Few Students,Too Few Students,246,58.9,0,0,95,22.7
625:1052,Bartow Elementary School,18,0,0,0,0,18,100,Too Few Students,Too Few Students,0,0,12,66.7,0,0,0,0
625:1056,Gadsden Elementary School,10,0,0,0,0,10,100,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students,0,0,0,0
625:1058,Heard Elementary School,34,Too Few Students,Too Few Students,0,0,28,82.4,14,41.2,Too Few Students,Too Few Students,20,58.8,0,0,Too Few Students,Too Few Students
625:1060,Howard Elementary School,Too Few Students,0,0,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students
625:107,UHS of Savannah Coastal Harbor Treatment Center,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
625:1070,White Bluff Elementary School,30,0,0,0,0,21,70,Too Few Students,Too Few Students,Too Few Students,Too Few Students,24,80,0,0,Too Few Students,Too Few Students
625:109,Coastal Empire Montessori Charter School,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
625:110,The School of Law and Criminal Justice at Savannah High,33,0,0,Too Few Students,Too Few Students,31,93.9,21,63.6,0,0,12,36.4,0,0,Too Few Students,Too Few Students
625:191,East Broad Street Elementary School,48,0,0,0,0,48,100,19,39.6,0,0,29,60.4,0,0,0,0
625:192,Garrison Elementary School,30,0,0,0,0,30,100,10,33.3,0,0,20,66.7,0,0,0,0
625:193,Islands Elementary School,58,0,0,0,0,53,91.4,18,31,Too Few Students,Too Few Students,40,69,0,0,Too Few Students,Too Few Students
625:194,Georgetown Elementary School,22,Too Few Students,Too Few Students,Too Few Students,Too Few Students,14,63.6,Too Few Students,Too Few Students,Too Few Students,Too Few Students,18,81.8,0,0,Too Few Students,Too Few Students
625:197,Garden City Elementary School,33,0,0,0,0,29,87.9,10,30.3,0,0,23,69.7,0,0,Too Few Students,Too Few Students
625:198,Coastal Middle School,35,0,0,0,0,27,77.1,11,31.4,Too Few Students,Too Few Students,24,68.6,0,0,Too Few Students,Too Few Students
625:199,West Chatham Middle School,66,0,0,Too Few Students,Too Few Students,29,43.9,16,24.2,11,16.7,50,75.8,0,0,25,37.9
625:200,West Chatham Elementary School,29,0,0,Too Few Students,Too Few Students,12,41.4,Too Few Students,Too Few Students,Too Few Students,Too Few Students,21,72.4,0,0,Too Few Students,Too Few Students
625:201,DeRenne Middle School,42,0,0,0,0,41,97.6,16,38.1,Too Few Students,Too Few Students,26,61.9,0,0,0,0
625:2052,Beach High School,255,Too Few Students,Too Few Students,Too Few Students,Too Few Students,246,96.5,118,46.3,Too Few Students,Too Few Students,137,53.7,0,0,Too Few Students,Too Few Students
625:2056,Gould Elementary School,22,Too Few Students,Too Few Students,0,0,15,68.2,Too Few Students,Too Few Students,Too Few Students,Too Few Students,13,59.1,0,0,Too Few Students,Too Few Students
625:2060,Hubert Middle School,41,0,0,0,0,40,97.6,21,51.2,0,0,20,48.8,0,0,Too Few Students,Too Few Students
625:2062,Largo-Tibet Elementary School,27,0,0,Too Few Students,Too Few Students,19,70.4,11,40.7,Too Few Students,Too Few Students,16,59.3,0,0,Too Few Students,Too Few Students
625:2068,Spencer Elementary School,12,0,0,0,0,12,100,Too Few Students,Too Few Students,0,0,10,83.3,0,0,0,0
625:2069,Thunderbolt Elementary School,34,0,0,Too Few Students,Too Few Students,31,91.2,13,38.2,0,0,21,61.8,0,0,Too Few Students,Too Few Students
625:207,Bethesda Home for Boys,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
625:209,Savannah Gateway to College,33,0,0,0,0,26,78.8,15,45.5,0,0,18,54.5,0,0,Too Few Students,Too Few Students
625:210,The School of Liberal Studies at Savannah High,34,0,0,0,0,33,97.1,10,29.4,0,0,24,70.6,0,0,Too Few Students,Too Few Students
625:298,Marshpoint Elementary School,10,0,0,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students
625:299,Southwest Middle School,86,0,0,0,0,67,77.9,25,29.1,Too Few Students,Too Few Students,61,70.9,0,0,17,19.8
625:300,Southwest Elementary School,49,0,0,Too Few Students,Too Few Students,32,65.3,17,34.7,Too Few Students,Too Few Students,32,65.3,Too Few Students,Too Few Students,13,26.5
625:301,Myers Middle School ,63,0,0,Too Few Students,Too Few Students,58,92.1,20,31.7,0,0,43,68.3,0,0,Too Few Students,Too Few Students
625:3056,Groves High School,317,0,0,Too Few Students,Too Few Students,210,66.2,145,45.7,26,8.2,172,54.3,0,0,77,24.3
625:3060,Isle of Hope Elementary School,21,0,0,0,0,16,76.2,Too Few Students,Too Few Students,Too Few Students,Too Few Students,14,66.7,0,0,Too Few Students,Too Few Students
625:3062,Low Elementary School,62,0,0,Too Few Students,Too Few Students,60,96.8,21,33.9,0,0,41,66.1,0,0,Too Few Students,Too Few Students
