"SysSchoolID","SchoolName","Number Tested All Students","Below Target All Students","On Target All Students","Exceeds Target All Students","Number Tested Economically Disadvantaged","Below Target Economically Disadvantaged","On Target Economically Disadvantaged","Exceeds Target Economically Disadvantaged","Number Tested Migrant","Below Target Migrant","On Target Migrant","Exceeds Target Migrant","Number Tested Not Economically Disadv.","Below Target Not Economically Disadv.","On Target Not Economically Disadv.","Exceeds Target Not Economically Disadv.","Number Tested Asian","Below Target Asian","On Target Asian","Exceeds Target Asian","Number Tested Black","Below Target Black","On Target Black","Exceeds Target Black","Number Tested Female","Below Target Female","On Target Female","Exceeds Target Female","Number Tested Hispanic","Below Target Hispanic","On Target Hispanic","Exceeds Target Hispanic","Number Tested Limited English Proficient","Below Target Limited English Proficient","On Target Limited English Proficient","Exceeds Target Limited English Proficient","Number Tested Male","Below Target Male","On Target Male","Exceeds Target Male","Number Tested Native Amer/Alaskan Native","Below Target Native Amer/Alaskan Native","On Target Native Amer/Alaskan Native","Exceeds Target Native Amer/Alaskan Native","Number Tested Students without Disabilities","Below Target Students without Disabilities","On Target Students without Disabilities","Exceeds Target Students without Disabilities","Number Tested Students with Disabilities","Below Target Students with Disabilities","On Target Students with Disabilities","Exceeds Target Students with Disabilities","Number Tested Multiracial","Below Target Multiracial","On Target Multiracial","Exceeds Target Multiracial","Number Tested White","Below Target White","On Target White","Exceeds Target White"
"714:195","Pike County Middle School","236","20","72","8","65","29","68","3","","","","","171","17","74","9","","","","","40","43","53","5","117","15","75","9","3","","","","","","","","119","25","69","6","1","","","","208","15","76","8","28","57","39","4","","","","","192","16","76","8"
"714:ALL","Pike County","236","20","72","8","65","29","68","3","","","","","171","17","74","9","","","","","40","43","53","5","117","15","75","9","3","","","","","","","","119","25","69","6","1","","","","208","15","76","8","28","57","39","4","","","","","192","16","76","8"
"715:103","Cedartown Middle School","322","32","65","3","144","42","56","1","17","76","24","0","178","24","71","5","2","","","","57","47","53","0","161","24","71","5","40","55","45","0","16","94","6","0","161","40","58","2","1","","","","265","20","76","4","57","89","11","0","2","","","","220","24","71","5"
"715:1056","Elm Street Middle School","220","23","75","2","78","35","65","0","","","","","142","16","80","4","1","","","","33","45","55","0","103","17","80","4","1","","","","2","","","","117","28","71","1","1","","","","197","18","80","3","23","65","35","0","5","","","","179","19","79","2"
"715:ALL","Polk School District","542","28","69","3","222","40","59","1","17","76","24","0","320","20","75","4","3","","","","90","47","53","0","264","21","75","5","41","56","44","0","18","89","11","0","278","35","63","1","2","","","","462","19","78","3","80","83","18","0","7","","","","399","22","75","4"
"716:195","Pulaski County Middle School","127","18","77","5","70","26","73","1","2","","","","57","9","82","9","","","","","52","25","73","2","57","18","79","4","3","","","","2","","","","70","19","76","6","","","","","110","12","83","5","17","59","41","0","2","","","","70","10","83","7"
"716:ALL","Pulaski County","127","18","77","5","70","26","73","1","2","","","","57","9","82","9","","","","","52","25","73","2","57","18","79","4","3","","","","2","","","","70","19","76","6","","","","","110","12","83","5","17","59","41","0","2","","","","70","10","83","7"
"717:176","Putnam County Middle School","223","28","66","6","162","33","63","4","1","","","","61","15","75","10","2","","","","106","34","65","1","108","17","76","7","7","","","","3","","","","115","38","57","4","","","","","185","18","75","7","38","74","26","0","2","","","","106","22","69","9"
"717:ALL","Putnam County","223","28","66","6","162","33","63","4","1","","","","61","15","75","10","2","","","","106","34","65","1","108","17","76","7","7","","","","3","","","","115","38","57","4","","","","","185","18","75","7","38","74","26","0","2","","","","106","22","69","9"
"718:199","New Quitman County Elementary","27","52","44","4","27","52","44","4","","","","","","","","","","","","","19","53","42","5","15","40","53","7","","","","","","","","","12","67","33","0","","","","","23","43","52","4","4","","","","2","","","","6","","",""
"718:ALL","Quitman County","27","52","44","4","27","52","44","4","","","","","","","","","","","","","19","53","42","5","15","40","53","7","","","","","","","","","12","67","33","0","","","","","23","43","52","4","4","","","","2","","","","6","","",""
"719:100","Rabun County Middle School","189","24","73","3","102","33","63","4","","","","","87","13","85","2","","","","","","","","","95","9","86","4","11","55","45","0","8","","","","94","38","60","2","1","","","","164","18","79","4","25","64","36","0","3","","","","174","22","75","3"
"719:ALL","Rabun County","189","24","73","3","102","33","63","4","","","","","87","13","85","2","","","","","","","","","95","9","86","4","11","55","45","0","8","","","","94","38","60","2","1","","","","164","18","79","4","25","64","36","0","3","","","","174","22","75","3"
"720:101","Randolph Clay Middle School","142","20","74","6","142","20","74","6","","","","","","","","","1","","","","124","18","76","6","61","5","82","13","1","","","","","","","","81","31","68","1","1","","","","130","15","78","7","12","67","33","0","","","","","15","33","67","0"
"720:ALL","Randolph County","142","20","74","6","142","20","74","6","","","","","","","","","1","","","","124","18","76","6","61","5","82","13","1","","","","","","","","81","31","68","1","1","","","","130","15","78","7","12","67","33","0","","","","","15","33","67","0"
"721:1058","Langford Middle School","218","28","68","3","69","25","72","3","","","","","149","30","66","3","1","","","","142","30","68","2","95","25","69","5","7","","","","","","","","123","31","67","2","","","","","196","24","72","4","22","68","32","0","6","","","","62","24","71","5"
"721:1064","Walker Traditional Elementary School","53","0","87","13","21","0","90","10","","","","","32","0","84","16","1","","","","26","0","92","8","30","0","80","20","4","","","","","","","","23","0","96","4","","","","","53","0","87","13","","","","","2","","","","20","0","80","20"
"721:1156","Hephzibah Middle School","352","30","67","4","166","38","60","2","","","","","186","22","73","5","2","","","","102","35","64","1","178","19","76","4","5","","","","","","","","174","40","57","3","1","","","","318","26","70","4","34","62","38","0","4","","","","238","29","66","5"
"721:184","Morgan Road Middle School","260","37","62","1","138","37","62","1","","","","","122","37","62","1","6","","","","237","35","64","1","113","26","73","2","10","","","","9","","","","147","46","54","0","","","","","221","30","69","1","39","77","23","0","3","","","","4","","",""
"721:197","Glenn Hills Middle School","416","34","64","2","278","36","62","1","","","","","138","29","67","4","2","","","","370","36","63","2","225","28","69","3","8","","","","","","","","191","41","58","2","","","","","347","29","69","3","69","61","39","0","8","","","","28","25","68","7"
"721:2562","East Augusta Middle School","106","38","60","2","97","39","60","1","","","","","9","","","","","","","","103","37","62","1","46","28","67","4","1","","","","","","","","60","45","55","0","","","","","91","31","67","2","15","80","20","0","1","","","","1","","",""
"721:3062","Sego Middle School","306","38","61","1","202","41","58","1","","","","","104","32","67","1","","","","","241","40","59","1","141","26","72","2","3","","","","","","","","165","48","52","0","","","","","258","29","70","1","48","85","15","0","7","","","","55","31","69","0"
"721:390","Spirit Creek Middle School","295","23","73","4","175","26","71","3","","","","","120","18","77","5","5","","","","200","23","73","5","155","17","77","6","7","","","","","","","","140","29","69","1","","","","","258","18","77","5","37","54","46","0","4","","","","79","25","73","1"
"721:4562","Davidson Magnet School","108","2","55","44","25","8","48","44","","","","","83","0","57","43","5","","","","49","2","55","43","80","1","48","51","2","","","","","","","","28","4","75","21","1","","","","108","2","55","44","","","","","1","","","","50","2","60","38"
"721:5058","Murphey Middle School","202","48","51","1","155","52","48","1","","","","","47","34","64","2","1","","","","187","49","51","1","94","36","63","1","","","","","","","","","108","57","42","1","","","","","177","42","56","1","25","84","16","0","1","","","","13","31","69","0"
"721:5062","Tubman Middle School","182","45","55","0","152","41","59","0","","","","","30","60","40","0","","","","","171","45","55","0","85","35","65","0","2","","","","","","","","97","53","47","0","","","","","167","40","60","0","15","93","7","0","1","","","","8","","",""
"721:5564","Tutt Middle School","185","17","82","2","78","18","82","0","","","","","107","16","81","3","1","","","","102","23","77","0","83","12","84","4","4","","","","","","","","102","21","79","0","","","","","170","14","85","2","15","53","47","0","5","","","","73","8","88","4"
"721:ALL","Richmond County","2683","31","65","4","1556","36","62","2","","","","","1127","25","69","7","24","17","58","25","1930","35","63","3","1325","23","71","7","53","23","72","6","9","","","","1358","39","59","1","2","","","","2364","26","70","5","319","70","30","0","43","19","72","9","631","23","70","7"
"722:278","Conyers Middle School","340","18","74","8","160","23","73","4","","","","","180","13","76","12","5","","","","154","21","75","5","165","13","76","11","23","39","57","4","11","100","0","0","175","22","73","6","3","","","","301","16","74","9","39","28","72","0","5","","","","150","11","77","11"
"722:294","Memorial Middle School","414","11","75","14","120","19","77","4","","","","","294","8","74","18","15","7","67","27","159","18","77","6","202","8","74","18","10","","","","5","","","","212","14","75","10","1","","","","383","9","77","15","31","42","55","3","5","","","","224","6","75","19"
"722:378","Edwards Middle School","439","13","76","11","128","26","73","2","","","","","311","8","77","14","9","","","","119","17","77","6","210","10","77","13","40","53","48","0","17","94","6","0","229","17","75","9","1","","","","404","13","76","12","35","23","77","0","4","","","","266","7","78","15"
"722:ALL","Rockdale County","1193","14","75","11","408","23","74","3","","","","","785","9","76","15","29","3","83","14","432","19","76","5","577","10","76","14","73","45","52","3","33","97","3","0","616","17","74","8","5","","","","1088","12","76","12","105","30","69","1","14","14","71","14","640","8","77","16"
"723:101","Schley Middle High School","103","17","76","8","53","25","72","4","1","","","","50","8","80","12","","","","","21","33","57","10","49","10","78","12","1","","","","","","","","54","22","74","4","","","","","97","12","79","8","6","","","","","","","","81","12","80","7"
"723:ALL","Schley County","103","17","76","8","53","25","72","4","1","","","","50","8","80","12","","","","","21","33","57","10","49","10","78","12","1","","","","","","","","54","22","74","4","","","","","97","12","79","8","6","","","","","","","","81","12","80","7"
"724:197","Screven County Middle School","251","32","63","4","251","32","63","4","2","","","","","","","","","","","","139","42","55","3","130","23","70","7","","","","","","","","","121","42","56","2","","","","","213","24","70","5","38","76","24","0","","","","","112","21","73","6"
"724:ALL","Screven County","251","32","63","4","251","32","63","4","2","","","","","","","","","","","","139","42","55","3","130","23","70","7","","","","","","","","","121","42","56","2","","","","","213","24","70","5","38","76","24","0","","","","","112","21","73","6"
"725:196","Seminole County Middle/High School","131","16","80","4","74","24","73","3","","","","","57","5","89","5","","","","","73","25","74","1","64","11","81","8","1","","","","","","","","67","21","79","0","","","","","119","11","85","4","12","67","33","0","","","","","57","5","88","7"
"725:ALL","Seminole County","131","16","80","4","74","24","73","3","","","","","57","5","89","5","","","","","73","25","74","1","64","11","81","8","1","","","","","","","","67","21","79","0","","","","","119","11","85","4","12","67","33","0","","","","","57","5","88","7"
"726:1054","Flynt Middle School","193","38","60","2","151","41","59","0","","","","","42","26","64","10","","","","","135","40","59","1","94","36","62","2","8","","","","4","","","","99","39","59","2","","","","","165","33","65","2","28","68","29","4","2","","","","48","25","69","6"
"726:188","Taylor Street Middle School","282","18","78","4","103","31","69","0","","","","","179","11","83","6","1","","","","58","28","71","2","125","11","86","3","2","","","","","","","","157","24","72","4","","","","","247","13","83","4","35","57","43","0","3","","","","218","16","80","4"
"726:201","Cowan Road Middle School","251","18","78","4","126","22","77","1","","","","","125","13","80","7","4","","","","75","20","79","1","130","9","85","5","6","","","","2","","","","121","26","71","2","","","","","205","11","84","5","46","46","54","0","5","","","","161","16","78","6"
"726:2054","A.Z. Kelsey Middle School","148","41","56","3","134","43","54","2","","","","","14","21","71","7","","","","","142","40","58","2","87","30","66","5","1","","","","1","","","","61","57","43","0","","","","","121","31","65","3","27","85","15","0","","","","","5","","",""
"726:ALL","Spalding County","874","26","70","3","514","35","64","1","","","","","360","14","79","7","5","","","","410","35","64","1","436","20","76","4","17","65","35","0","7","","","","438","33","65","3","","","","","738","20","76","4","136","61","38","1","10","","","","432","18","77","5"
