SysSchoolid,School Name,Retained Total Students,Retained Total American Indian,Retained Percent American Indian,Retained Asian,Retained Total Asian,Retained Percent Asian,Retained Black,Retained Total Black,Retained Percent Black,Retained Female,Retained Total Female,Retained Percent Female,Retained Hispanic,Retained Total Hispanic,Retained Percent Hispanic,Retained Male,Retained Total Male,Retained Percent Male,Retained Multiracial,Retained Total Multiracial,Retained Percent Multiracial,Retained White,Retained Total White,Retained Percent White
729:188,Sumter County Elementary School,10,0,0,10,1,10,10,5,50,10,6,60,10,1,10,10,4,40,10,0,0,10,3,30
729:190,Sumter County Middle School,246,0,0,246,1,0.4,246,152,61.8,246,114,46.3,246,10,4.1,246,132,53.7,246,1,0.4,246,82,33.3
729:295,Cherokee Elementary School,39,0,0,39,0,0,39,38,97.4,39,15,38.5,39,0,0,39,24,61.5,39,0,0,39,1,2.6
729:ALL,Sumter County,502,0,0,502,2,0.4,502,361,71.9,502,232,46.2,502,17,3.4,502,270,53.8,502,1,0.2,502,121,24.1
730:ALL,Talbot County,46,0,0,46,0,0,46,43,93.5,46,16,34.8,46,0,0,46,30,65.2,46,1,2.2,46,2,4.3
731:ALL,Taliaferro County,8,0,0,8,0,0,8,8,100,8,1,12.5,8,0,0,8,7,87.5,8,0,0,8,0,0
732:301,Collins Elementary School,6,0,0,6,0,0,6,1,16.7,6,2,33.3,6,4,66.7,6,4,66.7,6,0,0,6,1,16.7
732:501,Glennville Elementary School,14,0,0,14,0,0,14,7,50,14,5,35.7,14,2,14.3,14,9,64.3,14,0,0,14,5,35.7
733:101,Taylor County Middle School,28,0,0,28,0,0,28,17,60.7,28,9,32.1,28,0,0,28,19,67.9,28,0,0,28,11,39.3
734:201,Telfair County High School,36,0,0,36,1,2.8,36,26,72.2,36,14,38.9,36,0,0,36,22,61.1,36,0,0,36,9,25
734:ALL,Telfair County,104,0,0,104,1,1,104,65,62.5,104,44,42.3,104,1,1,104,60,57.7,104,1,1,104,36,34.6
735:1050,Carver Elementary School,6,0,0,6,0,0,6,6,100,6,1,16.7,6,0,0,6,5,83.3,6,0,0,6,0,0
735:2050,Cooper Primary School,118,0,0,118,0,0,118,117,99.2,118,50,42.4,118,1,0.8,118,68,57.6,118,0,0,118,0,0
735:ALL,Terrell County,134,0,0,134,0,0,134,133,99.3,134,56,41.8,134,1,0.7,134,78,58.2,134,0,0,134,0,0
736:291,Central Middle School,77,0,0,77,0,0,77,25,32.5,77,18,23.4,77,3,3.9,77,59,76.6,77,0,0,77,49,63.6
737:173,G. O. Bailey Primary School,22,0,0,22,0,0,22,10,45.5,22,9,40.9,22,6,27.3,22,13,59.1,22,0,0,22,6,27.3
737:299,Eighth Street Middle School,41,0,0,41,1,2.4,41,16,39,41,14,34.1,41,4,9.8,41,27,65.9,41,0,0,41,20,48.8
737:3052,"Northeast Campus, Tift County High School",50,0,0,50,0,0,50,26,52,50,14,28,50,3,6,50,36,72,50,1,2,50,20,40
737:4050,Omega Elementary School,21,0,0,21,0,0,21,3,14.3,21,14,66.7,21,12,57.1,21,7,33.3,21,0,0,21,6,28.6
737:4052,Matt Wilson Elementary School,14,0,0,14,0,0,14,7,50,14,3,21.4,14,0,0,14,11,78.6,14,2,14.3,14,5,35.7
737:5050,Charles Spencer Elementary School,17,0,0,17,0,0,17,14,82.4,17,4,23.5,17,0,0,17,13,76.5,17,0,0,17,3,17.6
738:192,Toombs County High School,111,0,0,111,2,1.8,111,36,32.4,111,45,40.5,111,15,13.5,111,66,59.5,111,1,0.9,111,57,51.4
738:4050,Toombs Central Elementary School,14,0,0,14,0,0,14,0,0,14,2,14.3,14,6,42.9,14,12,85.7,14,0,0,14,8,57.1
738:ALL,Toombs County,173,0,0,173,2,1.2,173,46,26.6,173,64,37,173,32,18.5,173,109,63,173,3,1.7,173,90,52
739:103,Towns County Elementary School,10,0,0,10,0,0,10,0,0,10,3,30,10,0,0,10,7,70,10,0,0,10,10,100
739:104,Towns County Middle School,7,0,0,7,0,0,7,0,0,7,5,71.4,7,0,0,7,2,28.6,7,0,0,7,7,100
740:2050,Treutlen Elementary School,14,0,0,14,0,0,14,7,50,14,5,35.7,14,0,0,14,9,64.3,14,0,0,14,7,50
741:101,Callaway Middle School,1,0,0,1,0,0,1,1,100,1,0,0,1,0,0,1,1,100,1,0,0,1,0,0
741:1052,LaGrange High School,91,0,0,91,0,0,91,57,62.6,91,35,38.5,91,1,1.1,91,56,61.5,91,1,1.1,91,32,35.2
741:1054,Unity Elementary School,22,0,0,22,0,0,22,15,68.2,22,9,40.9,22,0,0,22,13,59.1,22,0,0,22,7,31.8
741:189,Long Cane Elementary School,11,0,0,11,0,0,11,7,63.6,11,5,45.5,11,0,0,11,6,54.5,11,0,0,11,4,36.4
741:194,Hollis Hand Elementary School,8,0,0,8,0,0,8,7,87.5,8,0,0,8,0,0,8,8,100,8,0,0,8,1,12.5
741:201,Callaway High School,65,0,0,65,0,0,65,31,47.7,65,32,49.2,65,0,0,65,33,50.8,65,2,3.1,65,32,49.2
741:297,Long Cane Middle School,9,0,0,9,0,0,9,4,44.4,9,3,33.3,9,0,0,9,6,66.7,9,0,0,9,5,55.6
741:3050,Hillcrest Elementary School,21,0,0,21,0,0,21,8,38.1,21,8,38.1,21,0,0,21,13,61.9,21,1,4.8,21,12,57.1
741:387,Troup County High School,117,0,0,117,0,0,117,61,52.1,117,51,43.6,117,2,1.7,117,66,56.4,117,0,0,117,54,46.2
741:497,Whitesville Road Elementary School,21,0,0,21,0,0,21,11,52.4,21,12,57.1,21,0,0,21,9,42.9,21,3,14.3,21,7,33.3
741:5052,Berta Weathersbee Elementary School,8,0,0,8,0,0,8,3,37.5,8,4,50,8,0,0,8,4,50,8,0,0,8,5,62.5
741:597,Ethel Kight Magnet Elementary School,26,0,0,26,0,0,26,19,73.1,26,12,46.2,26,3,11.5,26,14,53.8,26,1,3.8,26,3,11.5
741:ALL,Troup County,455,0,0,455,0,0,455,251,55.2,455,194,42.6,455,6,1.3,455,261,57.4,455,11,2.4,455,187,41.1
742:190,Turner County Middle School,17,0,0,17,1,5.9,17,8,47.1,17,1,5.9,17,0,0,17,16,94.1,17,0,0,17,8,47.1
742:ALL,Turner County,88,1,1.1,88,1,1.1,88,55,62.5,88,26,29.5,88,1,1.1,88,62,70.5,88,0,0,88,30,34.1
743:104,Jeffersonville Elementary/Intermediate,4,0,0,4,0,0,4,4,100,4,0,0,4,0,0,4,4,100,4,0,0,4,0,0
743:201,Twiggs County High School,34,0,0,34,0,0,34,23,67.6,34,12,35.3,34,1,2.9,34,22,64.7,34,0,0,34,10,29.4
744:101,Union County High School,55,0,0,55,0,0,55,0,0,55,19,34.5,55,0,0,55,36,65.5,55,0,0,55,55,100
744:103,Union County Elementary School,5,0,0,5,0,0,5,0,0,5,3,60,5,0,0,5,2,40,5,0,0,5,5,100
744:1050,Union County Primary School,26,0,0,26,0,0,26,0,0,26,11,42.3,26,1,3.8,26,15,57.7,26,0,0,26,25,96.2
744:182,Union County Middle School,19,0,0,19,0,0,19,0,0,19,4,21.1,19,1,5.3,19,15,78.9,19,0,0,19,18,94.7
745:295,Upson-Lee North Elementary School,19,0,0,19,0,0,19,12,63.2,19,9,47.4,19,0,0,19,10,52.6,19,0,0,19,7,36.8
745:ALL,Thomaston-Upson County,205,0,0,205,0,0,205,79,38.5,205,80,39,205,0,0,205,125,61,205,1,0.5,205,125,61
746:180,LaFayette Middle School,37,0,0,37,0,0,37,0,0,37,16,43.2,37,0,0,37,21,56.8,37,2,5.4,37,35,94.6
658:598,South Forsyth Middle School,7,0,0,7,0,0,7,1,14.3,7,4,57.1,7,2,28.6,7,3,42.9,7,0,0,7,4,57.1
658:ALL,Forsyth County,519,0,0,519,3,0.6,519,4,0.8,519,195,37.6,519,88,17,519,324,62.4,519,5,1,519,419,80.7
659:3050,Franklin County High School,111,0,0,111,0,0,111,18,16.2,111,48,43.2,111,1,0.9,111,63,56.8,111,1,0.9,111,91,82
659:4050,Franklin County Middle School,8,0,0,8,0,0,8,2,25,8,1,12.5,8,0,0,8,7,87.5,8,0,0,8,6,75
659:ALL,Franklin County,146,0,0,146,0,0,146,23,15.8,146,59,40.4,146,2,1.4,146,87,59.6,146,1,0.7,146,120,82.2
660:1050,Alpharetta Elementary School,23,0,0,23,0,0,23,1,4.3,23,12,52.2,23,3,13,23,11,47.8,23,1,4.3,23,18,78.3
660:1067,Roswell North Elementary School,19,0,0,19,0,0,19,5,26.3,19,11,57.9,19,12,63.2,19,8,42.1,19,0,0,19,2,10.5
660:180,Dolvin Elementary School,8,0,0,8,2,25,8,1,12.5,8,3,37.5,8,0,0,8,5,62.5,8,0,0,8,5,62.5
660:181,College Park Elementary School,3,0,0,3,0,0,3,2,66.7,3,1,33.3,3,1,33.3,3,2,66.7,3,0,0,3,0,0
660:187,Barnwell Elementary School,12,0,0,12,1,8.3,12,0,0,12,1,8.3,12,1,8.3,12,11,91.7,12,0,0,12,10,83.3
660:189,McNair Middle School,54,0,0,54,0,0,54,53,98.1,54,15,27.8,54,1,1.9,54,39,72.2,54,0,0,54,0,0
660:190,Lake Windward Elementary School,20,0,0,20,4,20,20,1,5,20,7,35,20,0,0,20,13,65,20,1,5,20,14,70
660:191,Roswell High School,119,0,0,119,0,0,119,38,31.9,119,42,35.3,119,25,21,119,77,64.7,119,2,1.7,119,54,45.4
660:192,Hapeville Elementary School,6,0,0,6,1,16.7,6,2,33.3,6,2,33.3,6,2,33.3,6,4,66.7,6,0,0,6,1,16.7
660:193,Crabapple Crossing Elementary School,4,0,0,4,0,0,4,0,0,4,2,50,4,0,0,4,2,50,4,0,0,4,4,100
660:198,Centennial High School,118,0,0,118,4,3.4,118,34,28.8,118,47,39.8,118,26,22,118,71,60.2,118,8,6.8,118,46,39
660:199,Stonewall Tell Elementary School,7,0,0,7,0,0,7,7,100,7,2,28.6,7,0,0,7,5,71.4,7,0,0,7,0,0
660:202,Hillside Elementary School,12,0,0,12,0,0,12,1,8.3,12,4,33.3,12,9,75,12,8,66.7,12,0,0,12,2,16.7
660:203,Northview High School,38,0,0,38,7,18.4,38,9,23.7,38,22,57.9,38,1,2.6,38,16,42.1,38,1,2.6,38,20,52.6
660:2058,Bethune Elementary School,2,0,0,2,0,0,2,2,100,2,2,100,2,0,0,2,0,0,2,0,0,2,0,0
660:2060,Milton High School,69,0,0,69,3,4.3,69,16,23.2,69,25,36.2,69,8,11.6,69,44,63.8,69,3,4.3,69,39,56.5
660:2070,Campbell Elementary School,2,0,0,2,0,0,2,1,50,2,2,100,2,0,0,2,0,0,2,0,0,2,1,50
660:2550,Brookview Elementary School,7,0,0,7,0,0,7,6,85.7,7,2,28.6,7,0,0,7,5,71.4,7,1,14.3,7,0,0
660:273,S. L. Lewis Elementary School,4,0,0,4,0,0,4,4,100,4,0,0,4,0,0,4,4,100,4,0,0,4,0,0
660:284,Holcomb Bridge Middle School,17,0,0,17,0,0,17,9,52.9,17,6,35.3,17,2,11.8,17,11,64.7,17,2,11.8,17,4,23.5
660:295,Findley Oaks Elementary School,9,0,0,9,1,11.1,9,0,0,9,2,22.2,9,0,0,9,7,77.8,9,3,33.3,9,5,55.6
660:302,Elkins Pointe Middle School,10,0,0,10,0,0,10,5,50,10,2,20,10,2,20,10,8,80,10,0,0,10,3,30
660:305,Autrey Mill Middle School,5,0,0,5,0,0,5,3,60,5,2,40,5,1,20,5,3,60,5,0,0,5,1,20
660:3056,Heards Ferry Elementary School,8,0,0,8,0,0,8,2,25,8,5,62.5,8,3,37.5,8,3,37.5,8,1,12.5,8,2,25
660:3066,Riverwood High School,59,0,0,59,1,1.7,59,9,15.3,59,24,40.7,59,30,50.8,59,35,59.3,59,10,16.9,59,9,15.3
660:386,Independence Alternative School,280,0,0,280,19,6.8,280,81,28.9,280,118,42.1,280,29,10.4,280,162,57.9,280,15,5.4,280,136,48.6
660:391,Bear Creek Middle School,84,0,0,84,0,0,84,67,79.8,84,18,21.4,84,2,2.4,84,66,78.6,84,2,2.4,84,13,15.5
660:397,River Eves Elementary School,17,0,0,17,1,5.9,17,1,5.9,17,4,23.5,17,8,47.1,17,13,76.5,17,2,11.8,17,5,29.4
660:398,Shakerag  Elementary School,9,0,0,9,2,22.2,9,2,22.2,9,1,11.1,9,0,0,9,8,88.9,9,0,0,9,5,55.6
660:401,Dunwoody Springs Elementary School,10,0,0,10,0,0,10,2,20,10,5,50,10,5,50,10,5,50,10,0,0,10,3,30
660:402,River Trail Middle School,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,100,1,0,0,1,1,100
660:4062,North Springs High School,47,0,0,47,1,2.1,47,38,80.9,47,17,36.2,47,1,2.1,47,30,63.8,47,1,2.1,47,6,12.8
660:4069,E. C. West Elementary School,3,0,0,3,0,0,3,1,33.3,3,1,33.3,3,0,0,3,2,66.7,3,0,0,3,2,66.7
660:503,Liberty Point Elementary School,4,0,0,4,0,0,4,3,75,4,3,75,4,1,25,4,1,25,4,0,0,4,0,0
660:5052,Conley Hills Elementary School,8,0,0,8,0,0,8,6,75,8,4,50,8,2,25,8,4,50,8,0,0,8,0,0
660:5060,Mount Olive Elementary School,14,0,0,14,0,0,14,13,92.9,14,4,28.6,14,0,0,14,10,71.4,14,1,7.1,14,0,0
660:5069,Westlake High School,108,0,0,108,0,0,108,104,96.3,108,35,32.4,108,0,0,108,73,67.6,108,3,2.8,108,1,0.9
660:597,Northwestern Middle School,5,0,0,5,0,0,5,2,40,5,1,20,5,1,20,5,4,80,5,0,0,5,2,40
660:691,Tri-Cities High School,136,0,0,136,0,0,136,106,77.9,136,54,39.7,136,27,19.9,136,82,60.3,136,2,1.5,136,1,0.7
660:701,Ocee Elementary School,6,0,0,6,1,16.7,6,1,16.7,6,0,0,6,2,33.3,6,6,100,6,0,0,6,2,33.3
660:702,Woodland Elementary School,14,0,0,14,0,0,14,4,28.6,14,6,42.9,14,5,35.7,14,8,57.1,14,0,0,14,5,35.7
660:803,Paul D. West Middle School,103,0,0,103,0,0,103,76,73.8,103,26,25.2,103,15,14.6,103,77,74.8,103,3,2.9,103,9,8.7
660:ALL,Fulton County,2598,0,0,2598,71,2.7,2598,1539,59.2,2598,961,37,2598,332,12.8,2598,1637,63,2598,83,3.2,2598,573,22.1
661:196,Gilmer  High School,52,0,0,52,0,0,52,0,0,52,13,25,52,7,13.5,52,39,75,52,0,0,52,45,86.5
662:196,Glascock County Consolidated School,26,0,0,26,0,0,26,5,19.2,26,11,42.3,26,0,0,26,15,57.7,26,0,0,26,21,80.8
663:1056,St. Simons Elementary School,9,0,0,9,0,0,9,3,33.3,9,3,33.3,9,1,11.1,9,6,66.7,9,0,0,9,5,55.6
663:195,Oglethorpe Point Elementary School,4,0,0,4,0,0,4,2,50,4,1,25,4,0,0,4,3,75,4,0,0,4,2,50
663:298,Greer Elementary School,13,0,0,13,0,0,13,2,15.4,13,6,46.2,13,0,0,13,7,53.8,13,0,0,13,11,84.6
663:3552,Brunswick High School,171,0,0,171,2,1.2,171,92,53.8,171,66,38.6,171,1,0.6,171,105,61.4,171,0,0,171,76,44.4
663:4052,Burroughs-Molette Elementary School,34,0,0,34,0,0,34,16,47.1,34,14,41.2,34,14,41.2,34,20,58.8,34,0,0,34,4,11.8
663:ALL,Glynn County,432,0,0,432,2,0.5,432,240,55.6,432,173,40,432,20,4.6,432,259,60,432,0,0,432,170,39.4
664:1050,Belwood Elementary School,21,0,0,21,0,0,21,2,9.5,21,11,52.4,21,3,14.3,21,10,47.6,21,2,9.5,21,14,66.7
664:176,Tolbert Elementary School,7,0,0,7,0,0,7,0,0,7,5,71.4,7,2,28.6,7,2,28.6,7,0,0,7,5,71.4
664:190,Red Bud Elementary School,11,0,0,11,0,0,11,0,0,11,4,36.4,11,5,45.5,11,7,63.6,11,0,0,11,6,54.5
664:192,Sonoraville East Middle School,4,0,0,4,0,0,4,0,0,4,1,25,4,0,0,4,3,75,4,1,25,4,3,75
664:274,Swain Elementary School,13,0,0,13,0,0,13,0,0,13,3,23.1,13,5,38.5,13,10,76.9,13,0,0,13,8,61.5
664:292,Ashworth Middle School,8,0,0,8,0,0,8,0,0,8,3,37.5,8,1,12.5,8,5,62.5,8,0,0,8,7,87.5
664:ALL,Gordon County,125,0,0,125,0,0,125,3,2.4,125,52,41.6,125,17,13.6,125,73,58.4,125,3,2.4,125,102,81.6
665:1550,Northside Elementary School,18,0,0,18,0,0,18,12,66.7,18,8,44.4,18,3,16.7,18,10,55.6,18,0,0,18,3,16.7
665:174,Washington Middle School,40,0,0,40,0,0,40,28,70,40,14,35,40,2,5,40,26,65,40,0,0,40,10,25
665:185,Eastside Elementary School,11,0,0,11,0,0,11,5,45.5,11,2,18.2,11,1,9.1,11,9,81.8,11,0,0,11,5,45.5
665:2050,Southside Elementary School,30,0,0,30,0,0,30,23,76.7,30,15,50,30,0,0,30,15,50,30,1,3.3,30,6,20
665:3050,Shiver Elementary School,17,0,0,17,0,0,17,0,0,17,6,35.3,17,1,5.9,17,11,64.7,17,0,0,17,16,94.1
666:101,Anita White Carson Middle School,2,0,0,2,0,0,2,1,50,2,0,0,2,0,0,2,2,100,2,1,50,2,0,0
667:100,Rock Springs Elementary School,16,0,0,16,2,12.5,16,0,0,16,7,43.8,16,3,18.8,16,9,56.3,16,1,6.3,16,10,62.5
667:101,Grayson High School,144,0,0,144,5,3.5,144,37,25.7,144,52,36.1,144,14,9.7,144,92,63.9,144,3,2.1,144,85,59
667:1056,Lilburn Middle School,120,0,0,120,8,6.7,120,44,36.7,120,45,37.5,120,54,45,120,75,62.5,120,4,3.3,120,10,8.3
667:173,Centerville Elementary School,18,0,0,18,0,0,18,8,44.4,18,12,66.7,18,5,27.8,18,6,33.3,18,0,0,18,5,27.8
667:182,Brookwood High School,5,0,0,5,0,0,5,1,20,5,3,60,5,1,20,5,2,40,5,1,20,5,2,40
667:183,Benefield Elementary School,16,0,0,16,0,0,16,9,56.3,16,3,18.8,16,6,37.5,16,13,81.3,16,0,0,16,1,6.3
667:184,Berkeley Lake Elementary School,22,0,0,22,1,4.5,22,3,13.6,22,8,36.4,22,16,72.7,22,14,63.6,22,1,4.5,22,1,4.5
667:189,Phoenix High School,318,0,0,318,23,7.2,318,83,26.1,318,135,42.5,318,52,16.4,318,183,57.5,318,4,1.3,318,156,49.1
667:193,Walnut Grove Elementary School,24,0,0,24,3,12.5,24,3,12.5,24,5,20.8,24,5,20.8,24,19,79.2,24,1,4.2,24,12,50
667:194,Craig Elementary School,10,0,0,10,2,20,10,1,10,10,4,40,10,1,10,10,6,60,10,0,0,10,6,60
667:195,Collins Hill High School,159,0,0,159,18,11.3,159,30,18.9,159,63,39.6,159,30,18.9,159,96,60.4,159,4,2.5,159,77,48.4
667:2054,Harmony Elementary School,11,0,0,11,0,0,11,0,0,11,7,63.6,11,2,18.2,11,4,36.4,11,0,0,11,9,81.8
667:273,Lanier Middle School,83,0,0,83,5,6,83,21,25.3,83,34,41,83,13,15.7,83,49,59,83,1,1.2,83,43,51.8
667:275,Knight Elementary School,32,0,0,32,4,12.5,32,6,18.8,32,14,43.8,32,17,53.1,32,18,56.3,32,0,0,32,5,15.6
667:276,Sweetwater Middle School,88,0,0,88,4,4.5,88,48,54.5,88,32,36.4,88,25,28.4,88,56,63.6,88,3,3.4,88,8,9.1
667:285,Hopkins Elementary School,44,0,0,44,1,2.3,44,10,22.7,44,19,43.2,44,30,68.2,44,25,56.8,44,0,0,44,3,6.8
667:286,Brookwood Elementary School,20,0,0,20,1,5,20,3,15,20,5,25,20,7,35,20,15,75,20,0,0,20,9,45
667:287,Norton Elementary School,45,0,0,45,1,2.2,45,24,53.3,45,18,40,45,4,8.9,45,27,60,45,1,2.2,45,15,33.3
667:295,Fort Daniel Elementary School,18,0,0,18,2,11.1,18,2,11.1,18,6,33.3,18,4,22.2,18,12,66.7,18,1,5.6,18,9,50
667:296,Sugar Hill Elementary School,24,0,0,24,0,0,24,3,12.5,24,7,29.2,24,8,33.3,24,17,70.8,24,0,0,24,13,54.2
667:297,Hull Middle School,21,0,0,21,0,0,21,8,38.1,21,4,19,21,5,23.8,21,17,81,21,1,4.8,21,7,33.3
667:298,M. H. Mason Elementary School,14,0,0,14,2,14.3,14,5,35.7,14,8,57.1,14,5,35.7,14,6,42.9,14,0,0,14,2,14.3
667:305,Ivy Creek Elementary School,14,0,0,14,1,7.1,14,2,14.3,14,4,28.6,14,1,7.1,14,10,71.4,14,0,0,14,10,71.4
667:3054,Harris Elementary School,27,0,0,27,2,7.4,27,14,51.9,27,11,40.7,27,9,33.3,27,16,59.3,27,0,0,27,2,7.4
667:3750,Central Gwinnett High School,337,1,0.3,337,18,5.3,337,108,32,337,128,38,337,66,19.6,337,209,62,337,3,0.9,337,141,41.8
667:376,Gwin Oaks Elementary School,10,0,0,10,0,0,10,1,10,10,4,40,10,2,20,10,6,60,10,0,0,10,7,70
667:380,Dacula Middle School,52,0,0,52,1,1.9,52,17,32.7,52,21,40.4,52,5,9.6,52,31,59.6,52,1,1.9,52,28,53.8
667:382,Arcado Elementary School,14,0,0,14,2,14.3,14,3,21.4,14,7,50,14,7,50,14,7,50,14,1,7.1,14,1,7.1
667:388,Gwinnett InterVention Education (GIVE) Center,40,0,0,40,2,5,40,23,57.5,40,8,20,40,7,17.5,40,32,80,40,0,0,40,8,20
667:389,Cedar Hill Elementary School,22,0,0,22,1,4.5,22,7,31.8,22,13,59.1,22,7,31.8,22,9,40.9,22,1,4.5,22,6,27.3
667:391,Pharr Elementary School,32,0,0,32,2,6.3,32,6,18.8,32,6,18.8,32,1,3.1,32,26,81.3,32,1,3.1,32,22,68.8
667:398,Partee Elementary School,14,0,0,14,0,0,14,6,42.9,14,10,71.4,14,3,21.4,14,4,28.6,14,1,7.1,14,4,28.6
667:400,Riverside Elementary School,24,0,0,24,0,0,24,0,0,24,2,8.3,24,2,8.3,24,22,91.7,24,1,4.2,24,21,87.5
667:4056,Norcross Elementary School,30,0,0,30,1,3.3,30,10,33.3,30,12,40,30,16,53.3,30,18,60,30,2,6.7,30,1,3.3
667:4058,Summerour Middle School,31,0,0,31,0,0,31,13,41.9,31,20,64.5,31,16,51.6,31,11,35.5,31,1,3.2,31,1,3.2
667:4556,North Gwinnett High School,174,0,0,174,15,8.6,174,26,14.9,174,69,39.7,174,24,13.8,174,105,60.3,174,3,1.7,174,106,60.9
667:494,Simpson Elementary School,2,0,0,2,1,50,2,0,0,2,1,50,2,0,0,2,1,50,2,0,0,2,1,50
667:495,Kanoheda Elementary School,51,0,0,51,4,7.8,51,17,33.3,51,25,49,51,23,45.1,51,26,51,51,6,11.8,51,1,2
667:497,McConnell Middle School,31,1,3.2,31,0,0,31,11,35.5,31,15,48.4,31,3,9.7,31,16,51.6,31,2,6.5,31,14,45.2
667:505,Sycamore Elementary School,26,0,0,26,0,0,26,4,15.4,26,8,30.8,26,13,50,26,18,69.2,26,1,3.8,26,8,30.8
667:5050,Duluth Middle School,22,0,0,22,2,9.1,22,6,27.3,22,7,31.8,22,4,18.2,22,15,68.2,22,1,4.5,22,9,40.9
667:5054,Lawrenceville Elementary School,34,0,0,34,1,2.9,34,20,58.8,34,17,50,34,4,11.8,34,17,50,34,1,2.9,34,8,23.5
667:5056,Peachtree Elementary School,32,0,0,32,1,3.1,32,14,43.8,32,11,34.4,32,13,40.6,32,21,65.6,32,1,3.1,32,3,9.4
667:5550,Duluth High School,8,0,0,8,0,0,8,1,12.5,8,3,37.5,8,4,50,8,5,62.5,8,0,0,8,3,37.5
667:5554,Lilburn Elementary School,20,0,0,20,1,5,20,10,50,20,11,55,20,7,35,20,9,45,20,1,5,20,1,5
667:805,Peachtree Ridge High School,28,0,0,28,4,14.3,28,9,32.1,28,11,39.3,28,7,25,28,17,60.7,28,1,3.6,28,7,25
667:ALL,Gwinnett County,4139,8,0.2,4139,238,5.8,4139,1281,30.9,4139,1635,39.5,4139,1044,25.2,4139,2504,60.5,4139,100,2.4,4139,1468,35.5
668:189,Clarkesville Elementary School,16,0,0,16,0,0,16,0,0,16,8,50,16,9,56.3,16,8,50,16,0,0,16,7,43.8
668:201,Demorest Elementary School,8,0,0,8,1,12.5,8,0,0,8,2,25,8,0,0,8,6,75,8,0,0,8,7,87.5
668:3054,Woodville Elementary School,5,0,0,5,0,0,5,0,0,5,3,60,5,0,0,5,2,40,5,0,0,5,5,100
668:5050,Fairview Elementary School,10,0,0,10,0,0,10,0,0,10,3,30,10,0,0,10,7,70,10,0,0,10,10,100
668:ALL,Habersham County,236,1,0.4,236,10,4.2,236,7,3,236,83,35.2,236,72,30.5,236,153,64.8,236,4,1.7,236,142,60.2
669:101,Martin Elementary School,8,0,0,8,0,0,8,0,0,8,3,37.5,8,4,50,8,5,62.5,8,0,0,8,4,50
669:102,Chestatee High School,80,0,0,80,1,1.3,80,3,3.8,80,27,33.8,80,24,30,80,53,66.3,80,1,1.3,80,51,63.8
669:103,Sugar Hill Elementary,13,0,0,13,0,0,13,0,0,13,3,23.1,13,11,84.6,13,10,76.9,13,0,0,13,2,15.4
669:1058,White Sulphur Elementary School,7,0,0,7,0,0,7,2,28.6,7,4,57.1,7,0,0,7,3,42.9,7,0,0,7,5,71.4
669:1556,North Hall High School,74,0,0,74,0,0,74,2,2.7,74,27,36.5,74,8,10.8,74,47,63.5,74,0,0,74,64,86.5
669:176,Myers Elementary School,9,0,0,9,0,0,9,0,0,9,5,55.6,9,9,100,9,4,44.4,9,0,0,9,0,0
669:196,Friendship Elementary School,8,0,0,8,0,0,8,0,0,8,4,50,8,0,0,8,4,50,8,1,12.5,8,7,87.5
669:198,Hall County/Gainesville Evening High School,10,0,0,10,0,0,10,0,0,10,3,30,10,0,0,10,7,70,10,0,0,10,10,100
669:2056,Oakwood Elementary School,3,0,0,3,0,0,3,0,0,3,1,33.3,3,1,33.3,3,2,66.7,3,0,0,3,2,66.7
669:276,Wauka Mountain Elementary School,4,0,0,4,0,0,4,1,25,4,0,0,4,0,0,4,4,100,4,0,0,4,3,75
669:289,East Hall Middle School,2,0,0,2,0,0,2,1,50,2,1,50,2,0,0,2,1,50,2,0,0,2,1,50
669:3054,Lanier Elementary School,8,0,0,8,0,0,8,0,0,8,2,25,8,4,50,8,6,75,8,0,0,8,4,50
669:3056,Riverbend Elementary School,10,0,0,10,0,0,10,0,0,10,4,40,10,7,70,10,6,60,10,0,0,10,3,30
669:4050,Chestnut Mountain Elementary School,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,100,1,0,0,1,1,100
669:5050,Jones Elementary School,3,0,0,3,0,0,3,0,0,3,3,100,3,3,100,3,0,0,3,0,0,3,0,0
669:5052,Lyman Hall Elementary School,36,0,0,36,0,0,36,0,0,36,15,41.7,36,36,100,36,21,58.3,36,0,0,36,0,0
669:5056,Tadmore Elementary School,17,0,0,17,0,0,17,1,5.9,17,5,29.4,17,15,88.2,17,12,70.6,17,0,0,17,1,5.9
670:188,Lewis Elementary School,24,0,0,24,0,0,24,24,100,24,11,45.8,24,0,0,24,13,54.2,24,0,0,24,0,0
670:288,Hancock Central High School,54,0,0,54,0,0,54,54,100,54,14,25.9,54,0,0,54,40,74.1,54,0,0,54,0,0
671:197,Haralson County Middle School,18,0,0,18,0,0,18,0,0,18,8,44.4,18,0,0,18,10,55.6,18,0,0,18,18,100
671:4050,West Haralson Elementary School,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,3,100,3,0,0,3,3,100
672:290,New Mountain Hill Elementary School,5,0,0,5,0,0,5,2,40,5,3,60,5,0,0,5,2,40,5,0,0,5,3,60
672:399,Harris County Carver Middle School,18,0,0,18,0,0,18,4,22.2,18,6,33.3,18,0,0,18,12,66.7,18,0,0,18,14,77.8
